subj_id,loss,alpha,beta_d,beta_v,theta,b_0,k,Z,ndt_location,ndt_scale
all,5213.498193081981,0.11259956518223634,0.03666462195142882,3.358691350401627,58.64478941585479,2.582581324381376,0.01,0.362348520150632,0.8418155882909442,0.21881874074713764
