subj_id,loss,alpha,beta_d,theta,b_0,k,Z,ndt_location,ndt_scale
all,5446.053393956134,0.03887026759529055,0.15683780098701355,57.40677127842306,3.069190064220381,0.019335159406541402,0.5171065358380313,0.8495372302890601,0.2140378022898546
