v_start_cluster,Condition_Dist,Decision,RT_go,RT_stay,subj_id
8.0,160,0.21609080215962337,1.355519085663444,2.074099627840834,all
8.1,160,0.2194370946346692,1.358448868670251,2.081462026437072,all
8.2,160,0.2229946119308136,1.3614533959596884,2.08910367481591,all
8.3,160,0.22676405458619495,1.3645304562166303,2.0970172931731224,all
8.4,160,0.23075959624683012,1.3677362519597676,2.1117859328338917,all
8.5,160,0.2349570913294764,1.3709554078971335,2.1202708837816577,all
8.6,160,0.23937067695381306,1.3742414194045487,2.1290078817750198,all
8.7,160,0.244001537735795,1.3775916466173936,2.137988462186205,all
8.8,160,0.24885209625470395,1.381004436697226,2.1472050507459817,all
8.9,160,0.2539239329558441,1.3844774610429782,2.1566496568390967,all
9.0,160,0.2568115925687137,1.3907877236463146,2.171405471331332,all
9.1,160,0.2623169098154434,1.3943926964871207,2.1813283400043892,all
9.2,160,0.2680504957670676,1.3980514313144359,2.1914521277753165,all
9.3,160,0.2740145322794224,1.4017611128567127,2.201765549405156,all
9.4,160,0.28021128120128286,1.4055183706346521,2.2122584816833974,all
9.5,160,0.2866650090093992,1.4094069144705272,2.2300000838743443,all
9.6,160,0.29333477255036783,1.4132538028339798,2.2408665993199444,all
9.7,160,0.3002432138046152,1.4171384315801827,2.2518772590416165,all
9.8,160,0.3073923853499584,1.4210566950185275,2.263019218230651,all
9.9,160,0.31478338561256547,1.4250047595151105,2.2742794824323913,all
10.0,160,0.3198801264907891,1.4319496577111415,2.291186967404959,all
10.1,160,0.3277472610997017,1.435966366130048,2.3026898781016425,all
10.2,160,0.3358605574938255,1.439999646599522,2.314267129733239,all
10.3,160,0.3442201536903916,1.4440442385454126,2.3259039423662866,all
10.4,160,0.35026161319712623,1.451146823663179,2.3432839855428287,all
10.5,160,0.3591061209580548,1.4552213406492158,2.3550366019385063,all
10.6,160,0.36819703815240107,1.459291319812867,2.366799344471082,all
10.7,160,0.37753334467412275,1.463350013654073,2.3785553048773953,all
10.8,160,0.38715660449922834,1.4675283313318728,2.3978336610156576,all
10.9,160,0.39697978766065073,1.471550997953649,2.4095590487272194,all
11.0,160,0.40704085285179786,1.4755419137201662,2.4212244396382894,all
11.1,160,0.4173359673232276,1.4794944070567964,2.432811773207348,all
11.2,160,0.42528342288477117,1.4866271951751147,2.450256579873177,all
11.3,160,0.43603705562823925,1.4905025417676887,2.4616694905172984,all
11.4,160,0.4470108867270477,1.494315306558266,2.4729499825837413,all
11.5,160,0.45819820197566574,1.4980567607756237,2.4840801040877603,all
11.6,160,0.4670531981834676,1.5050316321729291,2.501081820923511,all
11.7,160,0.478656182135052,1.5086274410817364,2.5118868076868663,all
11.8,160,0.4904493678440871,1.5121243646504605,2.5224874461726476,all
11.9,160,0.5024948364381627,1.515700934208125,2.540587512075416,all
12.0,160,0.5146393290998241,1.5189760829839598,2.5507484443891437,all
8.0,220,0.5772397591900291,1.4379964841982509,2.6093216265434354,all
8.1,220,0.5792665788647415,1.4403154202059822,2.6144971319881383,all
8.2,220,0.581640346564512,1.4426207778315758,2.619857885448659,all
8.3,220,0.5843497010247177,1.444911364617284,2.6253911095124436,all
8.4,220,0.5873848853349857,1.4471862369778625,2.631083009237804,all
8.5,220,0.5907341822142532,1.4494424049929218,2.6369213985596853,all
8.6,220,0.594388247155275,1.4516785347451946,2.642891400188756,all
8.7,220,0.5983369274437623,1.453891952661293,2.648979448109428,all
8.8,220,0.6025700865124368,1.4560804718419291,2.6551713258273133,all
8.9,220,0.6070788983719002,1.4582407710730425,2.661452148185586,all
9.0,220,0.611853278436101,1.4603707677884532,2.667807668057555,all
9.1,220,0.616884351202279,1.4624663025319327,2.674222289524612,all
9.2,220,0.6221629844304901,1.4645254552072346,2.6806805795446422,all
9.3,220,0.6276817637486395,1.4665458969780545,2.687165961789313,all
9.4,220,0.6334293482711101,1.4685224918418347,2.693664639515965,all
9.5,220,0.6394420912871794,1.4705356578600055,2.7075737281936134,all
9.6,220,0.6456202155706358,1.4724143127405556,2.7140725888411836,all
9.7,220,0.6519979146476804,1.4742355457600576,2.7205386173022243,all
9.8,220,0.6585642697156715,1.475993979276464,2.726957681583438,all
9.9,220,0.6653092838790536,1.4776849949858732,2.7333143446551817,all
10.0,220,0.6722221891562328,1.4793034343811229,2.73959349878012,all
10.1,220,0.6792910341171247,1.4808427946800369,2.745781668553184,all
10.2,220,0.6844146664559334,1.4854278880284402,2.7580347498375284,all
10.3,220,0.6917947155026272,1.4868091093100646,2.76400863205193,all
10.4,220,0.6992990846330827,1.4880941717857255,2.769846776813491,all
10.5,220,0.7069137706522475,1.489276645604093,2.7755352835063074,all
10.6,220,0.7146279854633991,1.4903505474710197,2.7810597570727698,all
10.7,220,0.7224292773235073,1.4913100775209125,2.7864053624867857,all
10.8,220,0.7284200408344459,1.4953653718783808,2.7977544344932554,all
10.9,220,0.7363976045754916,1.4960928420993906,2.802714175567618,all
11.0,220,0.7444241209758052,1.4966870082752508,2.8074540389366516,all
11.1,220,0.7524878292328323,1.4971413381960672,2.8119602786769895,all
11.2,220,0.7605749361816762,1.4974497241769926,2.8162192760262936,all
11.3,220,0.7687421482985531,1.497730612397946,2.8277674922156923,all
11.4,220,0.776836008159693,1.4977301383864208,2.831516308171127,all
11.5,220,0.7849111815646665,1.4975648181552792,2.834980270933135,all
11.6,220,0.7929554693079306,1.4972292941764362,2.838145978551832,all
11.7,220,0.8009541600508042,1.4967175585144668,2.841000778148532,all
11.8,220,0.8074343671451714,1.4993604558038733,2.8497623601410766,all
