subj_id,loss,alpha,beta_d,beta_v,theta,b_0,k,b_z,theta_z,ndt_location,ndt_scale
all,4930.971073323714,0.08617684273303781,0.08620175357109444,2.048143767134942,56.893826524109144,2.7159561028278985,0.01785635411543444,0.1371582531617959,6.886366021118508,0.9163830716554763,0.22246091139467114
