subj_id,loss,alpha,beta_d,theta,b_0,k,tta_crit,b_z,theta_z,ndt_location,ndt_scale
all,4963.902101626048,0.06068195660907964,0.18460953918916811,65.6557319228563,1.2999901026449885,1.4522579415971586,2.5095540864648385,0.1367598592490355,5.05932965791348,1.1265697055953257,0.32732847058033077
