v_start_cluster,Condition_Dist,Decision,RT_go,RT_stay,subj_id
8.0,160,0.177574111114481,1.4020284138069654,2.148758289274114,all
8.1,160,0.18240959150666594,1.407080999666833,2.157326047318262,all
8.2,160,0.18939441628302306,1.4091917209662888,2.1621476318185113,all
8.3,160,0.19467695380419262,1.4142440626734925,2.1654788278743187,all
8.4,160,0.20019285420591193,1.4194091732774639,2.1746415973147237,all
8.5,160,0.20795676857884351,1.4215351066617372,2.1798727560381845,all
8.6,160,0.21394229538321904,1.4266563184096563,2.1835978316913405,all
8.7,160,0.2201734917323902,1.4318799386957992,2.1932919552923495,all
8.8,160,0.22875308122844673,1.4339810901540115,2.1988517476796803,all
8.9,160,0.23764064709537167,1.4360472504636161,2.2044718314903533,all
9.0,160,0.24462300054328157,1.4411455821158525,2.208573085601922,all
9.1,160,0.2518730499640897,1.4463626505846316,2.218848347354359,all
9.2,160,0.26160588909628135,1.4483192787997798,2.2246802526052183,all
9.3,160,0.26935461575567854,1.453352146808896,2.2289832740037965,all
9.4,160,0.2773838455826365,1.4585086931185156,2.239605715612861,all
9.5,160,0.2879715061547254,1.4602933164197722,2.2455617404436894,all
9.6,160,0.2988666518712323,1.4619907611918697,2.2515086874068277,all
9.7,160,0.3076602587616757,1.466808832893158,2.2559031266079304,all
9.8,160,0.3167498920094176,1.4717738108218363,2.2668456952578344,all
9.9,160,0.32848356914465116,1.4732079740881392,2.272780756978769,all
10.0,160,0.3380429552336324,1.477802493782965,2.277150372120659,all
10.1,160,0.3479049899564753,1.4825499649857783,2.2882252587784806,all
10.2,160,0.3604428157924356,1.483655731453761,2.2940554099170383,all
10.3,160,0.37324956399364695,1.4846132003331842,2.2997888171556156,all
10.4,160,0.38378253956656766,1.4887682497173016,2.303934217341255,all
10.5,160,0.3946194259864416,1.493104054186669,2.315020682152962,all
10.6,160,0.40814113699222554,1.493631460487005,2.3205013081319725,all
10.7,160,0.4193267537333665,1.4973739366761205,2.32436878216804,all
10.8,160,0.43082058075372526,1.5013303248869594,2.335366084932947,all
10.9,160,0.4449581392259364,1.501347200143425,2.340472518950538,all
11.0,160,0.45927673821928905,1.5011634410802386,2.3454016065246552,all
11.1,160,0.47119403320344094,1.5042250629130371,2.3486933280811026,all
11.2,160,0.4834062546055835,1.5075372493061077,2.3593682382700485,all
11.3,160,0.4981661262073374,1.5067445355033897,2.3637751730614682,all
11.4,160,0.5130278023052208,1.5057154576206329,2.367947287895997,all
11.5,160,0.5256224366152898,1.508455499237915,2.3782598283494787,all
11.6,160,0.5381460049491571,1.5104999340938965,2.3806121642714357,all
11.7,160,0.5532284572204695,1.5087760247381796,2.3841134484659285,all
11.8,160,0.5658598946115098,1.5103371855473553,2.385924210246243,all
11.9,160,0.5787553126256163,1.51222767158056,2.3955748411708906,all
12.0,160,0.5938644054784943,1.509738890488709,2.398288217723356,all
8.0,220,0.4863964501362982,1.504674297716494,2.6933856469388773,all
8.1,220,0.4928370872914003,1.5085062047635618,2.6994235150438075,all
8.2,220,0.4995450756380748,1.5122335543201793,2.699741474189296,all
8.3,220,0.5065451221837212,1.515949875748247,2.706018827934758,all
8.4,220,0.5138125411101145,1.5195992187622247,2.7124042302565763,all
8.5,220,0.5237034793332416,1.5199815520755464,2.7140564785439762,all
8.6,220,0.5314591403361466,1.5234479707638822,2.7206106443149594,all
8.7,220,0.5394549534597733,1.5268271909026074,2.72724491126459,all
8.8,220,0.550001847863515,1.5268467528543064,2.728998289955688,all
8.9,220,0.5584248238460496,1.5299980582463297,2.735719639944259,all
9.0,220,0.5670562199741842,1.5330396300112228,2.7424836089663645,all
9.1,220,0.5758435431327003,1.5358606942184767,2.743135222158649,all
9.2,220,0.5848448748121251,1.538638030563159,2.749926459737792,all
9.3,220,0.5940244721560533,1.5412853604207957,2.7567197786981423,all
9.4,220,0.6055495570576782,1.5403883329318389,2.75836046690069,all
9.5,220,0.6150045726110516,1.5427141087010205,2.7651067784976835,all
9.6,220,0.6245401109044096,1.5447516384708386,2.765508318943874,all
9.7,220,0.6342377296062187,1.5467382741778455,2.7721692002291327,all
9.8,220,0.6440387359711889,1.5485459920289875,2.7787747128066957,all
9.9,220,0.6559659764934791,1.5466747596148616,2.779985264973579,all
10.0,220,0.6658974867866436,1.5480906348042835,2.786431578305078,all
10.1,220,0.6778436277101373,1.5457657790397998,2.7873790053400356,all
10.2,220,0.6878306426232403,1.5467577417709224,2.793629598170049,all
10.3,220,0.6977703132301386,1.5473730009671083,2.7931893072818883,all
10.4,220,0.7077888045406607,1.5479344401518926,2.7991963929859676,all
10.5,220,0.717798445302145,1.5482691487298332,2.8050721218545265,all
10.6,220,0.7295369199824643,1.544747660216082,2.8052044766918756,all
10.7,220,0.7394378527779637,1.544605063170978,2.810777799390457,all
10.8,220,0.7491918401884355,1.544026411989428,2.8094159698168033,all
10.9,220,0.7589608570252941,1.5434015575191011,2.814647332399593,all
11.0,220,0.7701953916784559,1.5388332094920734,2.8139141528432527,all
11.1,220,0.7797234570327267,1.5376976811014798,2.818756429677046,all
11.2,220,0.7905848369374975,1.5325905959541377,2.8175243202635443,all
11.3,220,0.7998145473331517,1.5309466444800546,2.82194128075472,all
11.4,220,0.8087783715290195,1.5288112282855917,2.819068077920356,all
11.5,220,0.8176910593817899,1.5266480247832814,2.8230199429348946,all
11.6,220,0.8276688136687969,1.5204672254847742,2.8206623912404223,all
11.7,220,0.836175164371113,1.517793012326907,2.8241099501028564,all
11.8,220,0.8443579571938779,1.514612227857318,2.819993956468107,all
