subj_id,loss,alpha,beta_d,theta,b_0,k,tta_crit,Z,ndt_location,ndt_scale
all,5409.370723062902,0.04259929833227272,0.25833658734351544,72.31205803375292,1.6082846100187713,0.09917524647544795,0.9279959666868185,0.4269827781440594,0.8193903703304103,0.2162296049413737
