subj_id,loss,alpha,beta_d,beta_v,theta,b_0,k,tta_crit,b_z,theta_z,ndt_location,ndt_scale
all,4914.061245098288,0.07312500358015081,0.10712076711133017,1.3970189676523261,57.26526165467927,1.578781563039329,0.12619106208107872,1.7169626579400221,0.13519127847743795,6.103750959092726,0.9535916753608895,0.24796704441263742
