subj_id,loss,alpha,beta_d,beta_v,theta,b_0,k,tta_crit,Z,ndt_location,ndt_scale
all,5098.255776732663,0.08047081298239345,0.07691928790194419,4.426980550234732,77.62052653242023,1.5430113547715196,0.1622977683099177,2.4522590854752493,0.3992627660538137,0.7925795887276158,0.20568130545152158
