subj_id,loss,alpha,beta_d,theta,b_0,k,b_z,theta_z,ndt_location,ndt_scale
all,4954.738355749564,0.06778688743691208,0.11272809630056703,46.96353749949199,2.8178804417735175,0.01817315553774817,0.13910755430418836,5.807919813147087,1.0086842266901084,0.2726895368773343
